stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Downloads\CSI2P1-Final-Project-Template - 複製\SourceCode8\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.03968] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03969] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03970] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03971] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03972] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03973] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03974] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03975] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03976] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03977] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03978] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03980] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03981] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03982] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03983] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03984] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03985] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03986] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03987] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03988] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03989] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03991] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03992] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03993] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03994] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03995] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03996] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03997] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03998] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04000] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04001] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04002] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04003] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04004] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04005] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04006] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04007] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04008] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04009] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04011] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04012] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04013] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04014] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04015] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04016] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04017] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04018] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04019] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04020] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04021] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04023] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04024] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04025] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04026] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04027] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04028] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04029] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04030] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04032] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04033] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04034] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04035] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04036] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04037] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04038] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04039] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04040] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04042] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04043] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04044] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04045] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04046] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04047] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04048] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04049] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04050] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.04053] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.04072] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.04076] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.05830] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.11437] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.11441] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.11447] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.11451] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.11453] Returning d3d_display: 0000000000e9a0e0
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.11455] al_display=0000000000e9a0e0
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.11456] al_display->vt=0000000000e99f70
system   D            wsystem.c:874  _al_win_safe_load_library        [   0.11475] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
